WeatherID,CityID,Date,Temperature_C,FeelsLike_C,Humidity_pct,WindSpeed_kmh,Pressure_mb,Visibility_km,CloudCover_pct,Precipitation_mm,UVIndex,Condition
920,3,2026-01-20,16.6,16.9,24,6.1,1009.1,9.1,33,3.4,7,Sunny
921,3,2026-01-21,17.5,18.7,24,18.5,1008.6,6.5,38,8.7,9,Clear
922,3,2026-01-22,18.5,17.5,32,7.9,1004.3,6.5,60,0.6,0,Sunny
923,3,2026-01-23,16.7,18.1,57,12.8,1007.3,9.8,21,2.2,6,Sunny
924,3,2026-01-24,19.3,22.4,61,4.1,1016.8,7.8,6,6.3,5,Sunny
925,3,2026-01-25,15.9,18.8,42,21.5,1012.7,6.5,48,13.4,5,Sunny
926,3,2026-01-26,16.4,19.0,46,14.9,1003.7,5.8,99,5.0,5,Clear
927,3,2026-01-27,15.5,17.2,58,4.1,1008.2,8.4,0,0,7,Partly Cloudy
928,3,2026-01-28,16.7,15.7,74,13.9,1004.3,6.0,13,5.2,3,Sunny
929,3,2026-01-29,17.3,20.5,47,14.1,1003.2,10.3,40,0,4,Sunny
930,3,2026-01-30,16.4,18.6,15,15.7,1015.8,7.4,28,1.3,9,Sunny
931,3,2026-01-31,17.2,16.9,50,3.4,1012.1,5.4,36,14.4,3,Cloudy
932,3,2026-02-01,18.0,18.8,30,10.0,1009.4,7.9,97,6.3,6,Partly Cloudy
933,3,2026-02-02,21.7,22.2,42,12.1,1024.6,11.8,79,4.7,4,Foggy
934,3,2026-02-03,21.5,20.9,54,15.1,1011.2,5.9,31,16.6,6,Clear
935,3,2026-02-04,19.9,21.5,37,11.2,1010.3,3.3,47,1.9,7,Sunny
936,3,2026-02-05,21.8,20.9,48,12.9,1016.2,9.8,85,4.9,4,Partly Cloudy
937,3,2026-02-06,22.3,22.5,33,10.7,1010.8,6.1,20,0.0,5,Light Rain
938,3,2026-02-07,21.9,21.8,54,6.8,1016.0,9.2,24,4.6,0,Partly Cloudy
939,3,2026-02-08,21.9,22.5,44,2.8,1005.1,6.6,16,3.8,3,Sunny
940,3,2026-02-09,18.3,17.0,60,5.4,1010.4,7.7,90,0,1,Partly Cloudy
941,3,2026-02-10,17.6,17.0,33,19.9,1009.5,9.8,32,0,5,Partly Cloudy
942,3,2026-02-11,17.6,17.7,37,3.3,1013.3,11.6,26,0,7,Cloudy
943,3,2026-02-12,18.0,17.9,21,5.5,1012.5,8.2,65,0,5,Partly Cloudy
944,3,2026-02-13,18.5,21.0,32,2,1011.2,7.9,51,3.0,7,Partly Cloudy
945,3,2026-02-14,20.4,20.3,27,4.3,1024.2,8.6,35,11.8,2,Foggy
946,3,2026-02-15,17.7,19.4,63,14.0,1012.1,10.3,7,0,8,Partly Cloudy
947,3,2026-02-16,20.3,20.4,34,8.8,1008.8,6.4,83,0,6,Cloudy
948,3,2026-02-17,17.6,16.3,55,14.4,1011.2,7.3,79,0,5,Sunny
949,3,2026-02-18,22.0,22.3,82,3.3,1022.1,7.0,42,11.0,9,Sunny
950,3,2026-02-19,19.1,20.7,68,13.5,1006.6,9.7,57,0,5,Thunderstorm
951,3,2026-02-20,21.3,24.2,60,10.9,1008.1,9.4,13,0,2,Partly Cloudy
952,3,2026-02-21,21.2,20.8,15,11.6,1016.0,11.8,61,6.6,3,Light Rain
953,3,2026-02-22,18.5,17.4,50,11.7,1015.2,9.1,52,0,6,Cloudy
954,3,2026-02-23,20.1,22.9,51,12.3,1005.8,7.6,49,0,5,Sunny
955,3,2026-02-24,19.3,22.7,57,7.6,1011.7,7.4,42,4.0,4,Cloudy
956,3,2026-02-25,18.2,21.1,73,11.9,1006.6,10.3,35,9.2,6,Partly Cloudy
957,3,2026-02-26,18.8,21.9,59,14.7,1015.1,11.4,37,0.4,5,Cloudy
958,3,2026-02-27,21.2,21.8,52,10.6,1016.9,6.5,28,0,5,Light Rain
959,3,2026-02-28,20.7,24.0,46,13.6,1015.6,9.4,56,1.6,5,Light Rain
960,3,2026-03-01,24.5,23.5,66,11.0,998.7,8.8,62,1.7,5,Sunny
961,3,2026-03-02,25.5,27.7,60,15.3,1008.9,6.3,26,12.8,7,Sunny
962,3,2026-03-03,23.4,26.4,58,12.5,1011.7,6.8,49,2.6,8,Sunny
963,3,2026-03-04,25.9,28.7,15,4.6,1005.0,7.6,45,3.4,8,Clear
964,3,2026-03-05,26.7,27.8,27,13.4,1013.9,10.8,57,0,5,Light Rain
965,3,2026-03-06,27.4,27.2,31,12.4,1016.6,9.2,32,0,8,Foggy
966,3,2026-03-07,25.5,24.6,16,8.8,1002.1,15.9,54,6.0,5,Sunny
967,3,2026-03-08,25.0,24.7,43,2,1004.7,12.2,67,14.5,4,Thunderstorm
968,3,2026-03-09,25.9,28.9,15,2,1015.7,7.1,42,0,3,Partly Cloudy
969,3,2026-03-10,24.6,28.1,43,13.3,1005.5,8.7,25,0,2,Heavy Rain
970,3,2026-03-11,23.9,27.2,56,4.4,1011.1,7.6,48,8.7,6,Cloudy
971,3,2026-03-12,24.0,23.9,46,11.2,1015.7,9.5,38,0,6,Cloudy
972,3,2026-03-13,22.5,22.3,60,9.6,1015.0,11.3,16,0.9,6,Sunny
973,3,2026-03-14,23.9,27.4,52,18.3,1014.7,9.9,22,1.4,8,Partly Cloudy
974,3,2026-03-15,27.3,26.3,25,11.7,1016.1,7.8,75,0,5,Cloudy
975,3,2026-03-16,25.9,25.4,58,16.8,1010.2,10.0,13,0,5,Thunderstorm
976,3,2026-03-17,24.7,23.9,41,8.0,1012.9,12.6,29,0,7,Partly Cloudy
977,3,2026-03-18,24.6,23.2,15,7.5,1002.1,11.0,29,0,7,Sunny
978,3,2026-03-19,25.2,26.5,63,9.7,1020.7,7.0,61,11.4,7,Thunderstorm
979,3,2026-03-20,24.8,23.6,72,15.2,1007.8,7.2,62,3.4,5,Sunny
980,3,2026-03-21,26.2,28.1,47,11.9,1009.0,9.4,58,0.1,5,Sunny
981,3,2026-03-22,25.9,28.7,41,16.1,1011.7,9.0,7,1.4,7,Cloudy
982,3,2026-03-23,23.1,22.1,45,13.6,1017.5,10.3,21,3.4,7,Partly Cloudy
983,3,2026-03-24,27.4,30.0,55,6.7,1015.0,5.6,67,0,4,Sunny
984,3,2026-03-25,26.6,28.4,54,15.9,1019.7,6.3,37,0,10,Clear
985,3,2026-03-26,25.0,26.8,27,16.9,1015.9,10.6,40,1.2,5,Sunny
986,3,2026-03-27,24.0,25.7,50,17.4,1005.8,14.3,59,7.1,6,Light Rain
987,3,2026-03-28,23.9,27.3,27,19.7,1005.4,9.0,38,0,10,Partly Cloudy
988,3,2026-03-29,26.1,26.3,53,10.1,1000.7,8.2,87,0,9,Foggy
989,3,2026-03-30,25.7,26.1,23,13.3,998.8,6.4,50,0,8,Clear
990,3,2026-03-31,24.2,25.8,55,10.8,1012.0,9.9,33,2.8,8,Foggy
991,3,2026-04-01,28.9,31.2,72,10.9,1010.5,7.2,57,0,10,Partly Cloudy
992,3,2026-04-02,26.8,28.4,29,19.3,1018.7,12.8,64,0,5,Foggy
993,3,2026-04-03,28.1,30.1,15,22.4,1007.4,8.3,45,6.9,7,Sunny
994,3,2026-04-04,30.6,33.1,55,14.3,1018.4,6.4,18,3.6,10,Thunderstorm
995,3,2026-04-05,28.3,28.8,39,11.4,1014.8,12.7,75,0,3,Cloudy
996,3,2026-04-06,28.9,29.2,46,7.3,1005.8,9.6,52,0,8,Sunny
997,3,2026-04-07,26.9,29.3,43,14.4,1012.0,12.4,36,4.2,11,Sunny
998,3,2026-04-08,30.0,28.8,33,21.1,999.6,11.9,60,8.9,3,Partly Cloudy
999,3,2026-04-09,28.5,27.3,43,9.7,997.8,10.0,44,2.0,6,Partly Cloudy
1000,3,2026-04-10,30.3,29.5,55,4.2,1008.2,12.3,28,3.7,6,Sunny
1001,3,2026-04-11,31.2,34.2,38,3.9,1027.5,10.6,77,0,6,Cloudy
1002,3,2026-04-12,31.2,31.1,41,13.3,1011.4,5.4,43,0,8,Heavy Rain
1003,3,2026-04-13,31.4,30.0,69,14.9,1013.8,6.1,69,0,7,Sunny
1004,3,2026-04-14,30.3,32.3,26,7.2,1013.7,10.7,65,14.1,4,Partly Cloudy
1005,3,2026-04-15,27.5,28.2,55,13.3,1007.3,8.1,44,0,8,Clear
1006,3,2026-04-16,26.6,28.7,26,12.8,1008.8,10.1,56,5.9,8,Cloudy
1007,3,2026-04-17,27.7,27.7,32,8.5,1012.7,9.7,45,8.0,4,Partly Cloudy
1008,3,2026-04-18,31.1,30.7,46,9.3,997.1,9.4,25,0,5,Sunny
1009,3,2026-04-19,30.0,31.0,75,15.6,1008.7,5.6,42,4.5,11,Sunny
1010,3,2026-04-20,30.2,29.8,76,5.6,1018.9,13.3,99,0,4,Partly Cloudy
1011,3,2026-04-21,27.1,28.1,57,12.8,1002.6,12.1,62,3.0,5,Thunderstorm
1012,3,2026-04-22,28.4,27.1,34,12.9,1014.7,8.3,48,0,9,Partly Cloudy
1013,3,2026-04-23,26.6,28.1,72,5.0,1020.1,6.5,10,0,5,Partly Cloudy
1014,3,2026-04-24,28.6,30.7,69,11.8,1009.0,10.9,61,0,4,Thunderstorm
1015,3,2026-04-25,31.2,32.0,28,9.1,1007.5,8.8,15,7.2,8,Sunny
1016,3,2026-04-26,30.5,33.8,41,15.3,1013.3,6.8,39,0,9,Partly Cloudy
1017,3,2026-04-27,29.8,32.2,53,5.6,1016.5,11.3,37,4.7,8,Partly Cloudy
1018,3,2026-04-28,28.8,32.1,60,2.4,1012.4,9.2,54,5.0,6,Cloudy
1019,3,2026-04-29,28.1,26.9,56,19.7,1009.0,14.0,70,6.6,9,Sunny
1020,3,2026-04-30,27.1,25.8,62,8.0,1000.1,8.4,41,0.1,6,Light Rain
1021,3,2026-05-01,29.8,29.6,32,3.1,1005.2,12.2,26,0,9,Partly Cloudy
1022,3,2026-05-02,29.7,29.8,53,5.6,1019.1,5.9,63,2.9,6,Partly Cloudy
1023,3,2026-05-03,32.4,32.6,27,16.0,995.1,10.2,34,0,11,Foggy
1024,3,2026-05-04,28.6,30.1,55,14.1,1004.3,9.6,16,0,6,Sunny
1025,3,2026-05-05,32.7,31.4,43,7.2,1013.4,9.0,97,7.1,7,Cloudy
1026,3,2026-05-06,31.2,31.8,63,11.0,999.4,8.2,44,0,7,Partly Cloudy
1027,3,2026-05-07,29.8,32.5,42,15.6,1011.4,13.3,27,5.5,7,Sunny
1028,3,2026-05-08,32.2,35.1,38,9.0,1015.3,3.5,43,0,5,Partly Cloudy
1029,3,2026-05-09,30.6,31.9,49,9.7,1000.9,8.0,17,4.9,8,Sunny
1030,3,2026-05-10,30.1,29.0,54,2,1019.2,5.9,29,2.3,3,Thunderstorm
1031,3,2026-05-11,28.6,27.7,43,18.3,1020.0,7.2,50,1.6,4,Clear
1032,3,2026-05-12,29.2,32.0,55,21.4,1004.6,7.5,65,0,6,Sunny
1033,3,2026-05-13,33.0,36.0,28,8.2,1012.8,9.0,43,0,5,Partly Cloudy
1034,3,2026-05-14,32.7,32.6,50,9.3,1011.5,10.7,84,12.7,5,Sunny
1035,3,2026-05-15,33.0,34.5,30,17.3,1006.3,10.8,12,0.1,8,Sunny
1036,3,2026-05-16,30.2,31.5,43,17.3,1006.2,10.5,23,0,9,Sunny
1037,3,2026-05-17,29.2,31.8,41,2,1012.8,11.9,14,0,8,Sunny
1038,3,2026-05-18,29.9,30.6,52,15.1,1007.7,15.5,8,0.8,2,Cloudy
1039,3,2026-05-19,29.2,28.7,58,4.9,1023.8,9.9,75,0,7,Heavy Rain
1040,3,2026-05-20,28.6,28.1,43,18.1,1008.2,8.7,15,2.9,6,Sunny
1041,3,2026-05-21,32.0,34.7,30,13.8,1010.0,14.0,86,0.1,8,Sunny
1042,3,2026-05-22,32.5,34.6,54,9.2,1017.3,8.4,80,0,7,Light Rain
1043,3,2026-05-23,30.1,33.2,15,16.7,1012.4,6.9,65,0,7,Cloudy
1044,3,2026-05-24,28.5,27.7,42,3.5,1021.1,8.1,28,6.9,10,Light Rain
1045,3,2026-05-25,29.9,29.4,71,3.4,1017.2,5.7,54,0.5,6,Sunny
1046,3,2026-05-26,30.6,30.4,41,7.2,1016.4,7.1,23,0,6,Partly Cloudy
1047,3,2026-05-27,29.7,29.7,18,12.8,1006.6,10.5,34,0.8,10,Light Rain
1048,3,2026-05-28,29.9,33.2,65,8.6,1018.9,11.1,64,0,8,Light Rain
1049,3,2026-05-29,32.0,34.4,18,12.9,1004.8,9.2,47,5.5,3,Light Rain
1050,3,2026-05-30,28.8,31.2,44,11.7,1016.2,6.9,62,0,10,Sunny
1051,3,2026-05-31,32.1,32.3,50,8.1,1004.4,10.7,54,4.0,4,Cloudy
1052,3,2026-06-01,27.1,28.6,19,19.9,1012.2,9.4,35,0,1,Light Rain
1053,3,2026-06-02,28.3,30.1,31,11.4,1012.1,10.4,0,0,5,Foggy
1054,3,2026-06-03,27.2,26.8,72,10.8,996.8,9.5,46,3.1,5,Partly Cloudy
1055,3,2026-06-04,27.9,27.2,42,15.4,1011.6,7.1,43,3.6,6,Sunny
1056,3,2026-06-05,29.2,29.0,24,13.7,1012.2,8.3,3,0,5,Heavy Rain
1057,3,2026-06-06,28.5,27.8,43,3.2,1013.8,12.2,37,5.4,5,Sunny
1058,3,2026-06-07,26.5,26.3,45,8.9,1005.4,8.7,56,8.0,4,Partly Cloudy
1059,3,2026-06-08,30.0,31.2,45,12.9,1005.0,9.0,23,5.9,6,Clear
1060,3,2026-06-09,27.5,27.2,52,7.6,1016.6,7.6,27,6.5,0,Sunny
1061,3,2026-06-10,26.3,29.1,34,12.2,1016.2,11.7,5,2.1,4,Light Rain
1062,3,2026-06-11,26.8,26.9,41,10.5,1013.9,7.6,74,0,5,Light Rain
1063,3,2026-06-12,29.3,31.8,33,10.8,1007.9,7.2,37,0,9,Sunny
1064,3,2026-06-13,26.0,28.0,15,6.0,1018.1,11.2,80,3.7,7,Clear
1065,3,2026-06-14,25.7,26.3,58,19.9,1001.1,9.3,21,0,4,Sunny
1066,3,2026-06-15,30.1,32.0,60,5.2,1009.8,6.5,71,5.1,7,Sunny
1067,3,2026-06-16,28.6,30.7,34,11.5,997.3,10.4,81,0,6,Cloudy
1068,3,2026-06-17,29.6,28.1,39,9.5,1012.7,15.3,73,0,6,Light Rain
1069,3,2026-06-18,28.2,28.4,61,14.1,1014.1,10.9,28,0,2,Sunny
1070,3,2026-06-19,29.6,32.4,20,8.3,1008.4,7.2,27,0.3,7,Cloudy
1071,3,2026-06-20,25.9,25.2,44,8.0,1010.8,10.2,55,0,5,Light Rain
1072,3,2026-06-21,28.5,28.4,32,15.6,999.6,7.6,20,5.7,8,Clear
1073,3,2026-06-22,26.0,28.5,50,14.4,1014.7,7.4,51,0,3,Cloudy
1074,3,2026-06-23,27.1,28.1,44,16.7,1016.2,7.2,62,0,5,Cloudy
1075,3,2026-06-24,28.2,31.1,65,2,1021.7,7.4,33,0,3,Light Rain
1076,3,2026-06-25,28.9,30.2,39,7.7,1013.2,11.4,49,0,6,Light Rain
1077,3,2026-06-26,26.6,27.9,81,11.8,1008.2,10.1,45,0,3,Sunny
1078,3,2026-06-27,27.1,26.1,52,9.4,1014.4,12.0,29,5.2,5,Partly Cloudy
1079,3,2026-06-28,25.7,27.7,45,19.0,1022.0,8.2,82,0,8,Partly Cloudy
1080,3,2026-06-29,27.9,30.8,45,12.0,1000.1,9.6,46,3.2,4,Light Rain
1081,3,2026-06-30,29.9,29.1,20,16.7,1019.0,10.2,55,1.5,0,Sunny
1082,3,2026-07-01,24.6,23.2,48,17.1,1001.1,7.4,81,10.6,4,Foggy
1083,3,2026-07-02,24.1,27.3,37,17.4,1009.9,8.2,58,0,5,Partly Cloudy
1084,3,2026-07-03,22.9,22.4,54,8.9,1010.9,8.9,0,8.8,5,Partly Cloudy
1085,3,2026-07-04,23.2,24.5,54,5.9,1008.1,9.3,79,9.2,6,Clear
1086,3,2026-07-05,25.3,27.7,78,13.0,1016.7,12.5,65,4.2,9,Cloudy
1087,3,2026-07-06,26.0,25.5,60,9.3,1019.9,10.3,51,7.0,4,Sunny
1088,3,2026-07-07,25.9,25.3,70,9.8,1019.9,8.7,74,0,4,Cloudy
1089,3,2026-07-08,23.7,25.4,62,10.8,1014.0,6.9,28,3.0,4,Heavy Rain
1090,3,2026-07-09,25.5,25.0,47,10.2,1004.2,11.1,6,12.7,7,Sunny
1091,3,2026-07-10,23.8,22.5,76,16.9,1012.3,10.3,24,1.0,3,Sunny
1092,3,2026-07-11,25.0,26.6,74,12.4,1010.4,7.0,56,2.3,4,Foggy
1093,3,2026-07-12,23.0,23.8,61,13.0,1013.4,6.4,21,1.1,2,Sunny
1094,3,2026-07-13,23.4,23.6,77,10.2,1006.4,14.0,36,5.1,1,Partly Cloudy
1095,3,2026-07-14,23.6,26.0,75,10.6,1018.1,9.5,91,0,10,Sunny
1096,4,2025-07-15,32.4,34.7,52,15.1,1014.9,15.4,28,0.3,8,Heavy Rain
1097,4,2025-07-16,29.8,29.1,68,12.0,1014.8,7.6,61,6.1,5,Sunny
1098,4,2025-07-17,30.9,33.6,66,8.0,1015.9,7.4,68,0.4,2,Foggy
1099,4,2025-07-18,30.8,33.5,53,3.8,1013.6,9.7,46,0.8,6,Heavy Rain
1100,4,2025-07-19,31.2,31.8,28,10.5,1012.4,4.9,48,0.4,4,Cloudy
1101,4,2025-07-20,31.3,31.6,45,19.9,1003.3,6.3,76,0,6,Sunny
1102,4,2025-07-21,29.7,29.9,67,9.0,1005.8,8.5,69,4.7,5,Clear
1103,4,2025-07-22,29.6,28.9,48,3.4,1008.6,9.2,40,1.4,7,Sunny
1104,4,2025-07-23,29.1,30.5,39,7.9,1015.4,2.7,51,0,7,Partly Cloudy
1105,4,2025-07-24,28.8,30.5,39,6.5,1005.5,9.7,23,4.9,3,Light Rain
1106,4,2025-07-25,32.4,33.6,57,6.4,1017.0,10.3,63,11.3,4,Sunny
1107,4,2025-07-26,31.6,33.7,55,12.4,1010.4,10.2,21,4.4,7,Sunny
1108,4,2025-07-27,29.2,29.2,45,14.6,1004.2,10.0,66,9.3,5,Cloudy
1109,4,2025-07-28,30.5,30.8,84,13.9,1011.0,10.0,78,9.4,4,Sunny
1110,4,2025-07-29,32.4,34.3,48,12.3,1022.2,11.1,10,0,5,Sunny
1111,4,2025-07-30,29.4,28.6,81,11.0,1015.3,7.3,55,3.7,8,Partly Cloudy
1112,4,2025-07-31,27.6,30.9,49,11.7,1019.7,12.5,13,1.3,5,Sunny
1113,4,2025-08-01,27.8,27.8,31,11.1,1011.4,13.5,25,8.8,5,Light Rain
1114,4,2025-08-02,30.4,30.3,44,8.8,1003.8,12.2,25,3.1,7,Sunny
1115,4,2025-08-03,28.6,27.7,58,18.7,1016.2,8.7,46,5.1,5,Sunny
1116,4,2025-08-04,30.1,32.7,65,6.0,1006.5,7.8,67,4.9,5,Partly Cloudy
1117,4,2025-08-05,28.2,28.9,36,14.0,1013.3,12.7,36,0,9,Clear
1118,4,2025-08-06,29.7,31.0,66,10.1,1014.4,11.4,43,2.6,7,Light Rain
1119,4,2025-08-07,26.6,28.2,67,16.0,992.9,12.5,100,6.4,3,Sunny
1120,4,2025-08-08,31.1,30.3,54,4.4,1003.7,10.4,55,11.8,5,Sunny
1121,4,2025-08-09,27.3,29.7,59,7.0,1002.6,11.3,16,8.0,4,Sunny
1122,4,2025-08-10,30.9,34.2,73,12.3,1005.8,6.6,39,8.4,3,Partly Cloudy
1123,4,2025-08-11,30.6,31.3,68,10.6,1009.2,12.0,31,9.8,7,Partly Cloudy
1124,4,2025-08-12,29.8,33.2,89,6.0,1015.6,8.0,36,0,0,Cloudy
1125,4,2025-08-13,30.2,33.4,55,15.4,1004.9,7.8,65,7.1,5,Cloudy
1126,4,2025-08-14,29.3,32.1,29,13.7,1008.1,5.5,82,10.4,9,Foggy
1127,4,2025-08-15,28.1,28.1,68,9.9,1006.6,9.5,0,0,7,Partly Cloudy
1128,4,2025-08-16,27.1,28.6,21,6.5,1022.8,10.5,68,4.7,5,Sunny
1129,4,2025-08-17,29.9,32.7,90,11.7,1016.6,10.1,43,13.5,8,Cloudy
1130,4,2025-08-18,29.2,27.8,78,4.0,1012.2,8.3,69,8.5,2,Partly Cloudy
1131,4,2025-08-19,30.1,31.2,51,7.7,1013.4,10.0,41,15.2,5,Sunny
1132,4,2025-08-20,28.6,28.8,53,19.6,1005.4,9.3,56,2.5,4,Thunderstorm
1133,4,2025-08-21,29.0,28.7,59,16.2,1001.1,10.5,35,0,2,Sunny
1134,4,2025-08-22,27.9,27.5,46,8.7,1015.1,7.5,100,8.6,7,Partly Cloudy
1135,4,2025-08-23,28.7,28.7,59,4.3,1014.0,10.7,18,9.7,6,Partly Cloudy
1136,4,2025-08-24,29.4,29.2,62,10.5,1001.2,11.6,44,1.3,4,Partly Cloudy
1137,4,2025-08-25,27.3,30.1,54,16.5,1015.6,6.8,60,10.4,7,Sunny
1138,4,2025-08-26,31.2,31.4,89,10.7,1015.0,8.2,88,6.1,2,Partly Cloudy
1139,4,2025-08-27,28.8,31.9,84,6.7,1016.9,5.4,27,3.3,6,Partly Cloudy
1140,4,2025-08-28,27.0,27.1,81,17.8,1014.1,5.0,36,15.1,1,Sunny
1141,4,2025-08-29,29.3,29.0,59,20.2,1007.8,5.6,46,13.2,4,Cloudy
1142,4,2025-08-30,29.3,28.3,61,15.5,1021.5,14.0,66,1.9,5,Sunny
1143,4,2025-08-31,29.4,30.8,42,13.4,1012.0,6.9,34,1.0,6,Sunny
1144,4,2025-09-01,29.2,28.8,64,5.5,1011.6,4.7,21,13.6,8,Light Rain
1145,4,2025-09-02,27.5,30.0,48,8.4,1021.1,9.0,22,0,6,Partly Cloudy
1146,4,2025-09-03,31.3,31.3,76,14.5,1007.6,8.5,77,1.7,7,Clear
1147,4,2025-09-04,31.2,32.1,43,24.3,1007.5,9.3,69,6.6,3,Partly Cloudy
1148,4,2025-09-05,29.7,30.9,92,15.6,1020.5,9.1,28,0,5,Cloudy
1149,4,2025-09-06,27.0,27.0,45,7.9,1013.0,10.2,50,0,7,Sunny
1150,4,2025-09-07,31.3,34.7,44,7.0,1002.3,9.4,26,10.2,4,Thunderstorm
1151,4,2025-09-08,28.0,27.2,53,16.0,1010.8,6.3,23,6.7,2,Partly Cloudy
1152,4,2025-09-09,31.3,31.6,73,16.6,995.7,9.1,40,2.8,4,Light Rain
1153,4,2025-09-10,28.0,28.4,48,20.0,1007.5,11.8,50,8.0,1,Sunny
1154,4,2025-09-11,27.7,27.8,59,4.1,1012.2,2.5,58,12.4,6,Light Rain
1155,4,2025-09-12,31.0,31.9,56,18.7,1009.0,9.8,32,0.3,2,Sunny
1156,4,2025-09-13,27.2,29.4,85,8.1,1020.3,7.8,52,7.0,6,Sunny
1157,4,2025-09-14,26.9,26.6,37,8.3,1010.5,12.1,44,5.2,5,Light Rain
1158,4,2025-09-15,30.1,30.2,54,18.6,1000.6,4.1,62,6.7,7,Partly Cloudy
1159,4,2025-09-16,28.2,30.1,57,8.3,1011.0,8.5,64,8.2,3,Sunny
1160,4,2025-09-17,29.1,32.2,70,11.1,1010.9,8.4,47,0,5,Heavy Rain
1161,4,2025-09-18,29.0,30.4,44,5.9,996.1,6.3,51,0,6,Sunny
1162,4,2025-09-19,31.1,32.7,32,20.3,1010.6,9.3,19,2.9,7,Thunderstorm
1163,4,2025-09-20,30.2,32.0,79,15.2,1007.1,11.6,29,0,5,Cloudy
1164,4,2025-09-21,26.5,29.1,61,15.5,1011.5,7.3,54,5.5,8,Partly Cloudy
1165,4,2025-09-22,28.8,30.6,62,5.5,1003.4,13.1,55,1.4,5,Sunny
1166,4,2025-09-23,26.6,28.1,50,16.9,1002.4,3.0,30,1.6,7,Sunny
1167,4,2025-09-24,27.5,27.5,49,13.8,1014.9,8.3,37,6.6,7,Heavy Rain
1168,4,2025-09-25,28.4,29.1,50,11.7,1001.2,7.0,64,0.7,6,Partly Cloudy
1169,4,2025-09-26,30.6,29.6,75,21.9,1010.5,7.7,46,1.0,2,Light Rain
1170,4,2025-09-27,28.1,27.6,61,20.9,1010.0,7.8,60,9.1,6,Sunny
1171,4,2025-09-28,30.5,31.0,69,8.3,1021.8,7.4,1,8.7,2,Sunny
1172,4,2025-09-29,29.7,30.1,98,2,1013.6,8.4,81,2.5,6,Sunny
1173,4,2025-09-30,29.3,28.4,73,18.4,1011.2,8.1,61,0,4,Partly Cloudy
1174,4,2025-10-01,28.3,27.7,33,23.9,1004.9,8.8,0,5.6,9,Sunny
1175,4,2025-10-02,28.3,29.3,38,18.6,1015.0,7.9,26,10.0,3,Sunny
1176,4,2025-10-03,31.9,35.0,72,16.7,1012.7,6.5,27,1.1,5,Thunderstorm
1177,4,2025-10-04,28.0,31.4,58,15.7,1022.8,8.5,32,0,3,Partly Cloudy
1178,4,2025-10-05,29.8,32.8,32,17.1,1017.3,6.7,71,0,3,Light Rain
1179,4,2025-10-06,31.8,31.3,47,14.6,1015.0,8.4,55,1.8,2,Sunny
1180,4,2025-10-07,28.6,28.0,63,9.6,1006.5,12.7,39,0,5,Thunderstorm
1181,4,2025-10-08,31.3,30.5,26,15.5,998.7,6.2,98,3.3,5,Sunny
1182,4,2025-10-09,28.4,27.6,48,20.7,1013.3,10.2,64,0,4,Partly Cloudy
1183,4,2025-10-10,30.6,33.2,30,9.4,1012.8,12.4,33,0,4,Foggy
1184,4,2025-10-11,29.2,32.2,70,11.7,1021.9,5.9,48,0,2,Partly Cloudy
1185,4,2025-10-12,30.1,28.9,31,17.4,1014.0,8.7,49,7.1,7,Sunny
1186,4,2025-10-13,31.9,31.9,57,2,1017.8,13.4,70,0,5,Foggy
1187,4,2025-10-14,32.5,32.0,51,9.0,1020.7,9.4,24,7.0,7,Cloudy
1188,4,2025-10-15,31.5,31.8,69,13.5,1025.4,6.6,40,3.4,6,Cloudy
1189,4,2025-10-16,30.6,33.3,45,9.1,1018.7,7.8,58,0,10,Sunny
1190,4,2025-10-17,32.0,35.4,36,16.4,1006.8,12.9,90,5.1,5,Cloudy
1191,4,2025-10-18,29.1,32.2,16,3.7,1016.7,9.9,74,9.3,5,Clear
1192,4,2025-10-19,28.7,31.1,18,9.0,1006.3,10.7,89,14.4,7,Sunny
1193,4,2025-10-20,32.0,31.1,43,2,1014.8,11.2,25,0,6,Partly Cloudy
1194,4,2025-10-21,28.0,29.6,46,4.8,1012.6,8.6,57,0.2,3,Sunny
1195,4,2025-10-22,32.4,35.5,39,15.3,1016.9,8.8,54,0,2,Thunderstorm
1196,4,2025-10-23,31.0,33.5,49,12.2,1006.7,15.9,97,0,3,Partly Cloudy
1197,4,2025-10-24,31.8,33.6,65,2,1003.5,10.7,58,0,5,Sunny
1198,4,2025-10-25,30.0,30.6,33,19.4,996.3,10.0,51,2.0,4,Partly Cloudy
1199,4,2025-10-26,30.5,32.3,66,17.3,1009.0,5.9,58,0,0,Partly Cloudy
1200,4,2025-10-27,30.5,32.0,41,15.4,996.7,7.9,39,1.0,3,Light Rain
1201,4,2025-10-28,32.0,32.6,26,17.1,1004.9,12.6,65,0,0,Heavy Rain
1202,4,2025-10-29,30.6,33.0,40,11.4,1009.8,8.5,43,3.1,5,Foggy
1203,4,2025-10-30,31.5,33.6,52,8.9,1013.3,6.9,64,0,4,Partly Cloudy
1204,4,2025-10-31,32.5,32.3,47,12.9,1007.0,9.4,14,0,7,Partly Cloudy
1205,4,2025-11-01,28.6,31.3,53,8.5,1003.7,6.3,54,0,5,Light Rain
1206,4,2025-11-02,27.7,27.8,39,8.8,1011.1,7.5,58,0,3,Heavy Rain
1207,4,2025-11-03,29.0,31.3,58,10.9,1017.1,11.1,78,0,2,Cloudy
