AQIID,CityID,Date,AQI,AQICategory,PM2_5,PM10,CO_mg_m3,NO2_ug_m3,SO2_ug_m3,O3_ug_m3
896,3,2025-12-27,112,Poor,49.2,83.1,1.51,42.0,14.8,25.3
897,3,2025-12-28,151,Poor,90.4,140.5,1.41,32.2,12.1,14.3
898,3,2025-12-29,108,Poor,63.1,109.0,1.71,40.0,15.3,32.6
899,3,2025-12-30,162,Poor,94.8,139.8,1.26,44.1,11.7,20.6
900,3,2025-12-31,163,Poor,66.1,110.1,0.93,28.3,9.1,7.1
901,3,2026-01-01,124,Poor,56.5,99.6,0.75,29.3,5.5,33.4
902,3,2026-01-02,182,Poor,89.5,129.3,1.8,24.0,3.4,22.0
903,3,2026-01-03,187,Poor,82.6,132.9,0.57,6.3,11.4,18.7
904,3,2026-01-04,172,Poor,94.0,161.9,0.82,28.1,12.5,14.9
905,3,2026-01-05,134,Poor,66.5,108.3,0.74,52.3,14.8,35.2
906,3,2026-01-06,193,Poor,95.6,142.4,1.07,16.9,17.7,29.0
907,3,2026-01-07,69,Moderate,28.6,45.0,0.8,40.5,6.6,23.5
908,3,2026-01-08,186,Poor,85.0,143.4,1.1,27.7,9.1,22.6
909,3,2026-01-09,135,Poor,71.5,125.0,1.48,51.5,13.8,24.0
910,3,2026-01-10,148,Poor,84.0,133.0,1.97,24.5,15.1,28.0
911,3,2026-01-11,157,Poor,74.4,128.0,0.55,30.4,8.6,15.5
912,3,2026-01-12,91,Moderate,50.0,71.2,1.1,23.5,11.8,21.8
913,3,2026-01-13,131,Poor,63.5,99.3,1.25,19.8,15.4,42.2
914,3,2026-01-14,143,Poor,73.5,110.7,1.43,38.2,7.3,34.6
915,3,2026-01-15,135,Poor,61.2,106.3,1.52,40.8,8.3,33.0
916,3,2026-01-16,188,Poor,76.1,116.3,1.48,19.3,15.3,35.9
917,3,2026-01-17,230,Unhealthy,105.7,150.5,1.59,22.1,2.8,29.9
918,3,2026-01-18,69,Moderate,34.2,52.6,1.58,22.9,12.9,32.7
919,3,2026-01-19,110,Poor,62.6,97.9,0.87,35.4,23.0,12.5
920,3,2026-01-20,85,Moderate,40.2,68.0,1.73,28.6,18.0,56.4
921,3,2026-01-21,171,Poor,82.1,134.2,1.78,32.0,18.2,37.9
922,3,2026-01-22,149,Poor,78.3,121.6,1.01,49.0,5.0,13.5
923,3,2026-01-23,232,Unhealthy,127.0,201.2,1.36,38.0,12.7,30.5
924,3,2026-01-24,139,Poor,59.4,106.9,1.58,32.3,17.0,28.6
925,3,2026-01-25,82,Moderate,34.5,58.5,0.36,16.1,12.9,26.7
926,3,2026-01-26,128,Poor,57.8,82.5,2.09,45.6,11.1,17.4
927,3,2026-01-27,118,Poor,64.5,111.1,0.52,41.4,10.5,40.7
928,3,2026-01-28,144,Poor,63.6,107.2,0.98,37.1,11.8,33.3
929,3,2026-01-29,144,Poor,82.0,137.3,1.14,35.8,13.2,17.9
930,3,2026-01-30,185,Poor,82.0,126.8,0.66,33.2,10.0,37.0
931,3,2026-01-31,172,Poor,102.1,157.5,1.14,39.5,13.7,18.9
932,3,2026-02-01,70,Moderate,29.0,45.3,0.91,32.5,9.8,5.3
933,3,2026-02-02,22,Good,9.1,15.6,1.2,29.3,11.4,33.0
934,3,2026-02-03,71,Moderate,29.5,49.7,1.39,52.1,14.2,21.7
935,3,2026-02-04,75,Moderate,33.9,47.9,0.55,53.7,18.0,29.4
936,3,2026-02-05,74,Moderate,33.4,56.1,0.2,35.2,10.5,32.2
937,3,2026-02-06,62,Moderate,31.0,44.3,0.66,42.9,16.3,26.9
938,3,2026-02-07,83,Moderate,44.0,67.0,1.36,16.7,11.7,29.9
939,3,2026-02-08,20,Good,8.1,13.3,1.03,32.1,9.7,28.7
940,3,2026-02-09,50,Good,22.3,31.6,0.67,11.0,5.7,20.8
941,3,2026-02-10,21,Good,11.9,19.5,0.78,51.8,17.0,37.0
942,3,2026-02-11,24,Good,9.7,15.9,1.02,29.6,17.0,10.9
943,3,2026-02-12,23,Good,13.8,22.6,1.29,22.8,3.8,20.5
944,3,2026-02-13,42,Good,20.6,36.2,1.06,24.2,2.9,16.3
945,3,2026-02-14,30,Good,13.6,20.1,0.6,29.2,3.1,34.3
946,3,2026-02-15,105,Poor,55.5,88.3,0.48,31.2,5.1,14.1
947,3,2026-02-16,115,Poor,58.6,102.6,0.38,39.4,12.4,29.3
948,3,2026-02-17,30,Good,16.4,27.5,0.37,39.4,15.1,43.1
949,3,2026-02-18,34,Good,17.1,28.5,1.12,21.3,13.6,28.8
950,3,2026-02-19,75,Moderate,40.4,58.7,1.56,31.5,13.9,14.3
951,3,2026-02-20,122,Poor,70.4,103.9,1.41,37.9,1,22.0
952,3,2026-02-21,81,Moderate,41.5,69.3,1.2,23.6,14.3,19.3
953,3,2026-02-22,82,Moderate,46.4,82.0,1.24,8.5,5.0,26.4
954,3,2026-02-23,23,Good,11.0,19.1,0.43,49.4,2.8,20.4
955,3,2026-02-24,110,Poor,46.4,66.6,0.97,49.9,10.6,35.4
956,3,2026-02-25,75,Moderate,30.4,49.5,0.77,20.0,17.0,28.0
957,3,2026-02-26,16,Good,6.5,10.5,1.17,37.9,20.9,30.6
958,3,2026-02-27,120,Poor,63.6,97.9,0.62,46.8,8.4,18.9
959,3,2026-02-28,130,Poor,61.2,98.6,1.13,38.2,12.2,29.5
960,3,2026-03-01,65,Moderate,33.9,54.9,1.64,39.5,12.6,30.9
961,3,2026-03-02,60,Moderate,34.0,52.4,0.44,46.4,11.3,20.4
962,3,2026-03-03,87,Moderate,48.7,79.6,1.09,14.3,14.2,21.5
963,3,2026-03-04,45,Good,21.3,35.8,1.3,18.5,7.3,5.3
964,3,2026-03-05,28,Good,13.7,19.7,1.52,46.4,20.3,41.6
965,3,2026-03-06,48,Good,21.2,33.9,1.86,34.8,12.8,44.1
966,3,2026-03-07,138,Poor,67.6,102.2,1.41,19.0,20.4,25.2
967,3,2026-03-08,46,Good,18.6,31.2,1.24,33.3,10.7,32.4
968,3,2026-03-09,113,Poor,59.7,88.3,1.35,27.3,5.2,32.8
969,3,2026-03-10,65,Moderate,28.3,43.3,0.92,33.1,8.3,25.5
970,3,2026-03-11,72,Moderate,31.6,51.6,1.21,48.7,6.9,24.3
971,3,2026-03-12,53,Moderate,31.3,54.5,1.41,36.5,7.6,35.8
972,3,2026-03-13,89,Moderate,40.2,67.5,1.42,33.7,9.8,24.9
973,3,2026-03-14,91,Moderate,37.4,60.5,1.1,36.5,4.1,31.3
974,3,2026-03-15,117,Poor,66.8,96.6,1.1,41.7,15.9,19.2
975,3,2026-03-16,90,Moderate,37.7,64.4,0.85,53.2,12.5,39.0
976,3,2026-03-17,81,Moderate,40.3,64.8,1.23,24.5,15.8,21.4
977,3,2026-03-18,37,Good,17.7,27.0,0.92,38.0,11.0,30.2
978,3,2026-03-19,121,Poor,66.4,111.7,1.58,22.6,5.4,33.8
979,3,2026-03-20,90,Moderate,44.4,77.1,1.27,23.0,13.8,35.9
980,3,2026-03-21,78,Moderate,41.3,72.0,1.72,39.5,21.7,30.4
981,3,2026-03-22,46,Good,25.7,39.6,1.05,31.8,14.4,38.3
982,3,2026-03-23,98,Moderate,45.4,73.4,1.41,10.8,16.9,18.0
983,3,2026-03-24,130,Poor,69.4,109.6,0.63,33.8,15.2,25.2
984,3,2026-03-25,67,Moderate,27.4,40.9,0.98,47.4,18.2,35.2
985,3,2026-03-26,67,Moderate,36.4,54.2,1.37,29.2,7.2,30.0
986,3,2026-03-27,135,Poor,71.4,117.7,1.37,23.1,8.7,30.7
987,3,2026-03-28,71,Moderate,34.7,59.0,0.56,50.1,16.8,24.4
988,3,2026-03-29,57,Moderate,29.3,41.2,0.98,50.7,8.1,18.3
989,3,2026-03-30,81,Moderate,35.7,55.7,0.88,39.6,11.4,52.8
990,3,2026-03-31,115,Poor,68.1,98.4,1.28,22.2,11.1,9.5
991,3,2026-04-01,108,Poor,45.1,70.0,0.93,54.0,5.6,14.1
992,3,2026-04-02,73,Moderate,36.5,53.4,0.86,53.2,14.7,20.3
993,3,2026-04-03,106,Poor,54.2,83.0,1.48,27.1,1.4,22.1
994,3,2026-04-04,54,Moderate,24.8,38.1,0.79,12.0,8.9,26.0
995,3,2026-04-05,92,Moderate,41.5,74.4,0.92,51.3,11.6,33.0
996,3,2026-04-06,78,Moderate,35.2,57.8,1.01,37.3,8.0,21.8
997,3,2026-04-07,63,Moderate,33.9,57.1,1.35,35.8,14.0,24.5
998,3,2026-04-08,55,Moderate,27.3,43.3,0.2,13.3,5.4,16.0
999,3,2026-04-09,60,Moderate,30.2,53.7,0.51,38.8,12.8,24.5
1000,3,2026-04-10,27,Good,12.0,21.4,1.39,30.9,10.7,33.7
1001,3,2026-04-11,28,Good,14.8,22.2,1.01,34.3,14.1,32.5
1002,3,2026-04-12,134,Poor,68.6,99.0,0.71,18.7,11.3,22.6
1003,3,2026-04-13,52,Moderate,30.3,45.1,1.46,37.0,10.7,30.9
1004,3,2026-04-14,106,Poor,56.7,94.1,1.24,22.7,7.1,32.8
1005,3,2026-04-15,74,Moderate,41.1,60.7,1.11,35.0,6.2,39.9
1006,3,2026-04-16,48,Good,27.8,43.2,1.36,38.1,14.2,22.7
1007,3,2026-04-17,88,Moderate,38.4,57.6,1.1,27.5,28.0,28.4
1008,3,2026-04-18,60,Moderate,29.2,43.5,0.78,26.4,10.2,14.2
1009,3,2026-04-19,15,Good,8.4,12.3,1.06,29.6,5.1,17.1
1010,3,2026-04-20,97,Moderate,40.3,64.9,0.9,17.9,11.8,16.7
1011,3,2026-04-21,107,Poor,48.4,85.4,1.25,48.7,13.1,27.9
1012,3,2026-04-22,90,Moderate,42.8,60.4,1.08,30.8,11.6,22.2
1013,3,2026-04-23,39,Good,17.2,29.9,1.35,27.2,17.9,44.5
1014,3,2026-04-24,44,Good,21.5,32.2,1.28,20.7,7.1,29.4
1015,3,2026-04-25,74,Moderate,34.0,61.2,1.31,35.7,7.9,32.9
1016,3,2026-04-26,90,Moderate,40.9,71.6,1.19,20.5,13.0,17.8
1017,3,2026-04-27,35,Good,19.4,34.6,1.68,38.6,15.2,22.4
1018,3,2026-04-28,40,Good,19.1,30.2,1.13,24.1,12.4,26.5
1019,3,2026-04-29,83,Moderate,49.3,83.9,0.58,43.9,11.3,14.8
1020,3,2026-04-30,90,Moderate,41.9,65.4,0.82,62.1,12.7,30.9
1021,3,2026-05-01,42,Good,19.6,34.4,0.9,22.9,12.2,12.3
1022,3,2026-05-02,74,Moderate,32.6,54.3,1.18,11.6,24.0,29.7
1023,3,2026-05-03,70,Moderate,38.8,67.9,0.65,41.7,16.7,27.0
1024,3,2026-05-04,101,Poor,51.3,90.4,1.59,54.3,2.7,33.9
1025,3,2026-05-05,43,Good,19.2,31.9,1.59,29.4,8.8,46.4
1026,3,2026-05-06,85,Moderate,44.5,74.1,1.34,29.7,10.4,35.2
1027,3,2026-05-07,111,Poor,45.7,75.2,0.51,44.3,11.9,40.9
1028,3,2026-05-08,36,Good,16.6,26.1,0.48,32.1,17.4,19.1
1029,3,2026-05-09,123,Poor,50.4,84.9,0.95,14.6,18.1,40.7
1030,3,2026-05-10,15,Good,6.5,9.5,0.68,40.0,16.2,35.0
1031,3,2026-05-11,36,Good,21.2,30.4,1.22,39.7,10.4,32.3
1032,3,2026-05-12,61,Moderate,33.4,49.6,1.8,25.5,12.6,40.2
1033,3,2026-05-13,62,Moderate,25.0,41.4,1.1,36.0,13.9,26.2
1034,3,2026-05-14,59,Moderate,28.6,50.0,1.02,22.6,9.2,41.9
1035,3,2026-05-15,30,Good,15.1,24.6,1.49,33.5,6.3,33.4
1036,3,2026-05-16,65,Moderate,35.6,57.0,1.29,47.1,19.0,25.7
1037,3,2026-05-17,104,Poor,55.2,96.9,1.43,22.8,10.3,39.0
1038,3,2026-05-18,72,Moderate,34.5,54.4,0.79,23.9,7.0,23.2
1039,3,2026-05-19,99,Moderate,46.9,68.9,1.44,74.0,7.5,25.2
1040,3,2026-05-20,68,Moderate,40.8,69.9,1.35,53.8,12.9,38.6
1041,3,2026-05-21,75,Moderate,44.9,71.5,1.42,49.0,5.9,37.0
1042,3,2026-05-22,68,Moderate,31.5,56.6,1.71,12.2,3.2,21.4
1043,3,2026-05-23,56,Moderate,31.2,55.8,1.48,32.4,12.3,14.0
1044,3,2026-05-24,89,Moderate,53.0,87.0,1.19,29.7,19.9,39.1
1045,3,2026-05-25,99,Moderate,44.4,65.6,0.91,26.9,14.5,10.7
1046,3,2026-05-26,159,Poor,90.8,162.0,1.12,53.5,11.4,12.0
1047,3,2026-05-27,101,Poor,41.1,60.2,1.68,52.6,9.5,11.7
1048,3,2026-05-28,93,Moderate,48.3,73.3,0.64,26.3,16.9,14.2
1049,3,2026-05-29,77,Moderate,34.4,57.8,0.65,23.7,12.6,12.3
1050,3,2026-05-30,63,Moderate,29.9,44.2,1.93,41.6,13.1,21.4
1051,3,2026-05-31,63,Moderate,36.7,54.2,1.47,24.2,15.4,12.8
1052,3,2026-06-01,72,Moderate,43.0,64.2,0.81,35.0,5.6,14.0
1053,3,2026-06-02,105,Poor,48.5,79.1,1.06,37.1,11.1,7.5
1054,3,2026-06-03,124,Poor,68.2,116.9,1.53,19.3,5.5,22.4
1055,3,2026-06-04,36,Good,14.6,21.3,1.54,45.0,11.8,13.1
1056,3,2026-06-05,28,Good,15.4,22.1,1.25,26.7,11.7,34.9
1057,3,2026-06-06,78,Moderate,32.0,52.5,0.54,9.4,13.1,40.2
1058,3,2026-06-07,92,Moderate,40.6,64.6,1.23,31.2,15.2,25.1
1059,3,2026-06-08,102,Poor,51.1,83.5,1.54,41.9,5.9,29.5
1060,3,2026-06-09,66,Moderate,31.3,43.9,0.75,16.9,18.9,25.9
1061,3,2026-06-10,113,Poor,54.8,86.2,0.93,39.2,11.9,21.1
1062,3,2026-06-11,50,Good,20.3,30.3,0.71,64.1,21.8,31.8
1063,3,2026-06-12,29,Good,13.2,20.7,2.11,56.5,13.0,28.6
1064,3,2026-06-13,58,Moderate,33.3,50.3,1.46,28.8,17.0,22.1
1065,3,2026-06-14,80,Moderate,46.1,66.7,1.28,44.4,11.6,21.0
1066,3,2026-06-15,118,Poor,62.7,103.4,0.5,25.5,4.0,30.7
1067,3,2026-06-16,102,Poor,61.0,107.0,1.34,36.1,10.5,32.8
1068,3,2026-06-17,56,Moderate,25.7,41.0,0.24,50.0,11.1,27.2
1069,3,2026-06-18,93,Moderate,47.9,77.4,0.78,38.4,16.8,52.7
1070,3,2026-06-19,15,Good,8.7,15.6,0.67,42.0,13.6,30.6
1071,3,2026-06-20,126,Poor,55.9,94.8,0.64,46.8,12.6,30.1
1072,3,2026-06-21,104,Poor,54.7,98.1,0.62,13.9,9.4,28.2
1073,3,2026-06-22,121,Poor,49.2,71.2,1.11,37.7,15.2,9.5
1074,3,2026-06-23,15,Good,6.1,9.1,1.2,24.4,9.2,30.6
1075,3,2026-06-24,38,Good,19.5,33.1,2.22,6.1,7.1,33.3
1076,3,2026-06-25,36,Good,20.6,31.3,1.0,33.0,6.6,34.7
1077,3,2026-06-26,66,Moderate,39.4,56.7,0.76,18.9,16.6,32.2
1078,3,2026-06-27,99,Moderate,56.3,98.9,0.82,25.0,15.3,4.1
1079,3,2026-06-28,72,Moderate,38.0,56.3,1.26,36.7,14.2,40.0
1080,3,2026-06-29,75,Moderate,41.6,59.5,0.55,47.4,4.4,28.2
1081,3,2026-06-30,38,Good,17.9,25.6,0.68,12.3,11.6,19.3
1082,3,2026-07-01,15,Good,7.1,12.4,1.69,39.9,13.4,35.2
1083,3,2026-07-02,67,Moderate,37.4,62.5,1.04,2,9.1,17.8
1084,3,2026-07-03,143,Poor,72.6,120.1,0.4,37.1,4.8,16.3
1085,3,2026-07-04,53,Moderate,21.5,34.0,1.03,36.4,14.0,52.8
1086,3,2026-07-05,104,Poor,58.0,90.7,0.89,27.0,7.3,40.1
1087,3,2026-07-06,34,Good,20.0,28.6,1.23,47.2,24.6,26.4
1088,3,2026-07-07,43,Good,22.8,40.3,1.24,35.4,14.1,30.0
1089,3,2026-07-08,61,Moderate,25.3,44.3,0.49,66.5,12.2,18.6
1090,3,2026-07-09,72,Moderate,39.3,56.7,1.71,9.8,14.2,32.9
1091,3,2026-07-10,75,Moderate,30.1,50.9,2.01,32.7,16.3,19.4
1092,3,2026-07-11,141,Poor,76.1,118.3,0.93,45.2,15.5,31.7
1093,3,2026-07-12,123,Poor,66.8,112.0,0.87,33.4,5.6,24.6
1094,3,2026-07-13,79,Moderate,44.9,73.9,0.99,29.8,14.3,34.1
1095,3,2026-07-14,38,Good,16.0,28.1,1.11,23.7,24.3,37.1
1096,4,2025-07-15,124,Poor,50.5,78.9,0.73,51.9,16.7,23.7
1097,4,2025-07-16,91,Moderate,51.3,80.3,1.19,32.8,7.9,41.3
1098,4,2025-07-17,104,Poor,54.9,76.9,1.68,42.4,13.5,43.1
1099,4,2025-07-18,103,Poor,58.2,89.3,1.41,11.0,22.8,15.3
1100,4,2025-07-19,15,Good,6.6,10.7,0.41,7.4,14.1,39.1
1101,4,2025-07-20,96,Moderate,43.8,76.9,1.27,41.4,17.3,28.0
1102,4,2025-07-21,48,Good,25.0,35.6,1.58,33.3,20.1,27.6
1103,4,2025-07-22,76,Moderate,41.5,64.2,1.03,15.5,4.9,27.0
1104,4,2025-07-23,47,Good,23.7,33.8,0.71,31.7,9.3,37.5
1105,4,2025-07-24,78,Moderate,39.0,57.5,1.18,28.8,23.1,46.1
1106,4,2025-07-25,56,Moderate,26.6,38.1,1.46,32.1,2.2,32.9
1107,4,2025-07-26,15,Good,8.6,13.3,1.06,27.2,17.4,14.7
1108,4,2025-07-27,44,Good,24.6,36.1,0.83,39.1,10.9,33.0
1109,4,2025-07-28,57,Moderate,26.3,39.6,1.12,7.9,10.3,21.8
1110,4,2025-07-29,35,Good,14.4,21.1,1.53,24.5,8.6,19.3
1111,4,2025-07-30,89,Moderate,37.5,62.2,1.41,33.7,9.2,24.5
1112,4,2025-07-31,104,Poor,51.8,88.1,1.4,34.3,8.8,52.4
1113,4,2025-08-01,87,Moderate,41.3,58.8,0.94,41.1,13.0,32.1
1114,4,2025-08-02,55,Moderate,22.2,32.1,1.48,40.1,13.6,22.5
1115,4,2025-08-03,67,Moderate,33.2,55.5,1.54,21.3,1,17.8
1116,4,2025-08-04,112,Poor,58.6,99.4,1.91,15.4,19.3,30.2
1117,4,2025-08-05,23,Good,11.8,18.4,1.39,47.5,9.8,5.5
1118,4,2025-08-06,29,Good,17.0,28.5,0.74,49.4,4.0,34.8
1119,4,2025-08-07,96,Moderate,38.7,61.1,1.23,25.9,13.7,20.1
1120,4,2025-08-08,48,Good,25.9,43.6,1.29,49.4,1,27.1
1121,4,2025-08-09,15,Good,7.8,11.8,1.41,28.1,18.7,30.7
1122,4,2025-08-10,26,Good,11.1,16.0,1.58,53.2,16.5,12.0
1123,4,2025-08-11,131,Poor,56.1,100.0,0.99,24.4,16.8,30.4
1124,4,2025-08-12,125,Poor,72.7,107.9,0.41,28.0,12.3,32.8
1125,4,2025-08-13,143,Poor,69.5,108.6,0.5,51.0,4.2,13.2
1126,4,2025-08-14,84,Moderate,48.9,76.5,0.64,36.2,24.7,49.5
1127,4,2025-08-15,91,Moderate,52.7,90.5,0.61,45.3,15.9,32.3
1128,4,2025-08-16,64,Moderate,33.1,58.4,0.75,35.4,4.3,44.6
1129,4,2025-08-17,57,Moderate,26.2,38.9,1.25,48.2,6.2,22.2
1130,4,2025-08-18,134,Poor,68.0,121.9,0.94,15.9,15.2,19.2
1131,4,2025-08-19,90,Moderate,45.9,70.6,0.69,52.6,13.2,18.4
1132,4,2025-08-20,117,Poor,61.5,87.8,1.86,31.4,5.0,25.5
1133,4,2025-08-21,73,Moderate,39.9,69.0,1.24,37.4,5.3,32.1
1134,4,2025-08-22,101,Poor,45.1,74.1,1.21,46.5,16.0,25.8
1135,4,2025-08-23,41,Good,24.6,39.0,1.0,45.7,16.2,17.8
1136,4,2025-08-24,99,Moderate,54.2,91.4,0.89,27.1,8.1,30.8
1137,4,2025-08-25,15,Good,8.2,12.7,1.63,53.0,19.5,25.3
1138,4,2025-08-26,51,Moderate,26.9,38.8,0.38,32.8,7.7,26.9
1139,4,2025-08-27,15,Good,6.4,9.5,1.12,26.4,18.0,34.6
1140,4,2025-08-28,52,Moderate,27.7,45.4,1.04,32.8,3.5,32.3
1141,4,2025-08-29,144,Poor,76.1,131.9,1.42,27.1,8.5,30.3
1142,4,2025-08-30,73,Moderate,29.5,47.0,1.83,51.7,16.5,34.9
1143,4,2025-08-31,120,Poor,50.6,74.6,0.97,27.1,8.6,23.1
1144,4,2025-09-01,81,Moderate,33.2,51.3,1.31,9.1,17.1,44.7
1145,4,2025-09-02,106,Poor,55.9,86.2,1.38,23.3,22.2,9.9
1146,4,2025-09-03,119,Poor,65.7,111.7,1.17,45.1,9.3,27.8
1147,4,2025-09-04,88,Moderate,36.1,51.6,1.31,12.3,17.3,18.8
1148,4,2025-09-05,97,Moderate,46.1,67.4,1.8,43.5,8.9,13.2
1149,4,2025-09-06,39,Good,20.5,32.4,1.06,35.8,15.0,40.8
1150,4,2025-09-07,85,Moderate,50.9,91.1,1.06,24.1,9.2,2
1151,4,2025-09-08,82,Moderate,38.9,54.5,1.34,34.5,10.6,35.8
1152,4,2025-09-09,53,Moderate,27.9,46.6,1.14,24.2,8.3,26.1
1153,4,2025-09-10,66,Moderate,31.6,51.6,0.92,34.5,14.3,27.2
1154,4,2025-09-11,15,Good,8.4,14.0,1.61,38.2,3.7,28.9
1155,4,2025-09-12,50,Good,24.1,36.1,2.03,43.9,20.8,46.8
1156,4,2025-09-13,137,Poor,67.6,98.0,0.72,46.2,14.8,39.8
1157,4,2025-09-14,117,Poor,55.1,78.9,1.18,32.2,20.8,27.2
1158,4,2025-09-15,97,Moderate,39.4,68.2,1.33,30.2,12.4,25.1
1159,4,2025-09-16,55,Moderate,23.6,37.4,1.17,13.4,3.8,43.1
1160,4,2025-09-17,19,Good,9.8,16.6,0.77,35.8,7.1,25.5
1161,4,2025-09-18,127,Poor,75.8,127.1,1.44,11.3,13.8,21.4
1162,4,2025-09-19,82,Moderate,41.0,71.8,1.28,37.0,12.5,25.6
1163,4,2025-09-20,44,Good,22.7,40.4,1.59,23.8,11.1,33.5
1164,4,2025-09-21,71,Moderate,35.0,53.7,1.01,56.2,13.6,18.5
1165,4,2025-09-22,76,Moderate,34.6,57.9,1.36,27.7,14.2,46.8
1166,4,2025-09-23,90,Moderate,52.7,88.8,0.75,40.9,11.8,19.1
1167,4,2025-09-24,60,Moderate,27.0,44.9,1.52,31.3,11.3,43.1
1168,4,2025-09-25,125,Poor,66.8,95.6,0.53,49.9,12.2,19.4
1169,4,2025-09-26,68,Moderate,29.2,48.0,0.96,16.9,15.7,22.3
1170,4,2025-09-27,48,Good,22.0,36.0,1.79,40.9,13.8,38.6
1171,4,2025-09-28,123,Poor,59.4,105.1,1.21,36.7,12.1,20.5
1172,4,2025-09-29,130,Poor,73.6,110.0,0.85,37.3,12.1,17.9
1173,4,2025-09-30,71,Moderate,42.5,66.3,1.45,29.5,20.1,43.6
1174,4,2025-10-01,30,Good,12.5,20.5,1.4,29.4,9.1,32.6
1175,4,2025-10-02,109,Poor,54.2,77.4,0.64,51.5,18.1,23.1
1176,4,2025-10-03,74,Moderate,34.7,58.5,1.0,28.2,14.0,27.2
1177,4,2025-10-04,15,Good,8.3,12.1,0.55,38.8,9.7,20.7
1178,4,2025-10-05,111,Poor,46.0,72.6,1.22,21.8,13.9,26.2
1179,4,2025-10-06,31,Good,13.4,22.4,1.44,53.0,3.3,39.5
1180,4,2025-10-07,15,Good,7.6,13.3,1.14,47.7,5.6,28.0
1181,4,2025-10-08,80,Moderate,32.8,48.6,1.69,38.1,9.0,18.0
1182,4,2025-10-09,73,Moderate,38.5,59.3,0.93,29.3,7.3,35.8
1183,4,2025-10-10,44,Good,22.4,31.6,1.42,24.4,9.2,28.2
1184,4,2025-10-11,83,Moderate,36.3,52.9,1.17,35.0,13.5,37.8
1185,4,2025-10-12,86,Moderate,49.4,81.4,0.8,26.8,10.6,31.1
1186,4,2025-10-13,137,Poor,62.1,103.9,1.2,48.3,9.0,29.9
1187,4,2025-10-14,87,Moderate,37.9,55.2,0.85,18.9,16.4,19.9
1188,4,2025-10-15,74,Moderate,38.0,57.2,0.68,35.1,16.9,18.3
1189,4,2025-10-16,67,Moderate,39.4,66.7,0.43,45.0,7.7,33.4
1190,4,2025-10-17,98,Moderate,52.5,77.2,1.25,32.5,21.4,27.1
1191,4,2025-10-18,62,Moderate,36.1,56.6,0.98,47.6,14.7,18.0
1192,4,2025-10-19,53,Moderate,29.2,47.9,0.97,33.4,15.4,28.8
1193,4,2025-10-20,58,Moderate,24.9,37.5,1.25,27.7,20.9,31.7
1194,4,2025-10-21,105,Poor,47.4,73.7,1.12,41.4,9.8,13.0
1195,4,2025-10-22,107,Poor,45.0,68.7,1.87,31.1,14.3,32.3
1196,4,2025-10-23,80,Moderate,41.9,68.4,1.14,27.4,16.9,23.5
1197,4,2025-10-24,65,Moderate,34.6,53.1,1.23,28.8,3.7,28.8
1198,4,2025-10-25,76,Moderate,36.5,62.4,0.95,50.4,10.9,32.2
1199,4,2025-10-26,87,Moderate,49.0,68.7,1.5,34.0,7.5,9.2
1200,4,2025-10-27,90,Moderate,47.5,74.2,1.07,8.9,1,31.6
1201,4,2025-10-28,87,Moderate,50.7,73.7,1.19,42.0,12.1,27.6
1202,4,2025-10-29,57,Moderate,30.9,49.9,1.45,33.2,10.9,30.5
1203,4,2025-10-30,54,Moderate,27.9,46.5,1.25,2,11.1,34.2
1204,4,2025-10-31,15,Good,7.4,12.5,0.39,46.7,7.7,39.0
1205,4,2025-11-01,135,Poor,79.9,124.0,0.94,42.2,6.1,14.4
1206,4,2025-11-02,167,Poor,71.4,110.8,1.62,33.4,4.0,20.0
1207,4,2025-11-03,109,Poor,48.7,81.2,0.39,34.4,8.7,16.5
1208,4,2025-11-04,50,Good,23.0,33.2,0.73,41.3,16.1,35.7
1209,4,2025-11-05,140,Poor,63.7,93.8,0.47,41.3,13.9,19.7
1210,4,2025-11-06,222,Unhealthy,93.6,157.9,0.71,27.6,14.2,27.3
1211,4,2025-11-07,128,Poor,66.0,116.6,0.38,34.6,15.4,23.6
1212,4,2025-11-08,140,Poor,74.5,121.9,0.91,41.6,11.2,27.4
1213,4,2025-11-09,133,Poor,65.8,92.8,0.81,27.3,19.5,16.6
1214,4,2025-11-10,216,Unhealthy,100.1,157.2,1.28,52.1,11.0,34.9
1215,4,2025-11-11,105,Poor,54.7,97.7,0.2,59.8,9.8,11.1
1216,4,2025-11-12,190,Poor,83.4,128.4,0.94,36.7,9.6,34.0
1217,4,2025-11-13,161,Poor,85.0,136.2,1.08,43.6,9.4,42.0
1218,4,2025-11-14,174,Poor,88.5,158.0,1.02,28.7,7.0,35.4
1219,4,2025-11-15,89,Moderate,51.7,77.6,0.86,37.6,4.4,33.5
1220,4,2025-11-16,172,Poor,79.2,125.5,0.91,23.9,25.4,20.0
1221,4,2025-11-17,137,Poor,68.9,98.8,0.51,34.5,7.2,24.3
1222,4,2025-11-18,181,Poor,76.3,116.1,1.1,47.5,14.8,32.1
1223,4,2025-11-19,98,Moderate,54.6,85.5,1.05,26.7,2.9,32.0
1224,4,2025-11-20,143,Poor,80.8,123.4,1.12,48.2,20.3,30.1
1225,4,2025-11-21,153,Poor,72.9,104.3,0.37,25.7,12.0,41.6
1226,4,2025-11-22,136,Poor,79.3,122.9,1.11,39.8,18.9,39.1
1227,4,2025-11-23,154,Poor,88.0,146.5,0.61,19.3,17.5,36.5
